PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,FG_PCT,FG3A,FG3_PCT,FT_PCT,DREB,PF,PLAYER_NAME,POSITION,MIN,FGM,FGA,FTM,FTA,FG3M,PTS,OREB,REB,AST,STL,BLK,TOV,FGM_PTS,FGA_PTS,FG3M_PTS,FTM_PTS,FTA_PTS,OREB_PTS,REB_PTS,AST_PTS,STL_PTS,BLK_PTS,TOV_PTS,PTS_PTS,TOTAL
203552,2021-22,00,1610612751,BKN,31.0,19,19,0.493,124,0.468,0.857,45,47,Seth Curry,Guard,29.95,5.47,11.11,0.95,1.11,3.05,14.95,0.21,2.58,2.58,0.89,0.16,1.32,191.4,-111.1,7.6,7.6,-3.3,1.0,20.6,43.9,26.7,4.8,-19.8,74.8,244.2
203552,2022-23,00,1610612751,BKN,32.0,61,7,0.463,232,0.405,0.927,87,96,Seth Curry,Guard,19.85,3.41,7.36,0.84,0.9,1.54,9.2,0.21,1.64,1.62,0.59,0.11,0.84,119.4,-73.6,3.8,6.7,-2.7,1.0,13.1,27.5,17.7,3.3,-12.6,46.0,149.6
203552,2023-24,00,1610612742,DAL,33.0,10,0,0.429,15,0.267,0.857,10,6,Seth Curry,Guard,10.1,1.2,2.8,0.6,0.7,0.4,3.4,0.3,1.3,0.8,0.6,0.1,0.4,42.0,-28.0,1.0,4.8,-2.1,1.5,10.4,13.6,18.0,3.0,-6.0,17.0,75.2
201939,2009-10,00,1610612744,GSW,22.0,80,77,0.462,380,0.437,0.885,308,252,Stephen Curry,Guard,36.2,6.6,14.29,2.21,2.5,2.08,17.49,0.6,4.45,5.9,1.9,0.24,3.04,231.0,-142.9,5.2,17.7,-7.5,3.0,35.6,100.3,57.0,7.2,-45.6,87.4,348.4
201939,2010-11,00,1610612744,GSW,23.0,74,74,0.48,342,0.442,0.934,234,233,Stephen Curry,Guard,33.64,6.82,14.23,2.86,3.07,2.04,18.55,0.7,3.86,5.84,1.47,0.27,3.05,238.7,-142.3,5.1,22.9,-9.2,3.5,30.9,99.3,44.1,8.1,-45.8,92.8,348.1
201939,2011-12,00,1610612744,GSW,24.0,26,23,0.49,121,0.455,0.809,73,62,Stephen Curry,Guard,28.15,5.58,11.38,1.46,1.81,2.12,14.73,0.58,3.38,5.31,1.5,0.31,2.5,195.3,-113.8,5.3,11.7,-5.4,2.9,27.0,90.3,45.0,9.3,-37.5,73.6,303.7
201939,2012-13,00,1610612744,GSW,25.0,78,78,0.451,600,0.453,0.9,255,198,Stephen Curry,Guard,38.24,8.03,17.79,3.36,3.73,3.49,22.9,0.76,4.03,6.91,1.62,0.15,3.08,281.0,-177.9,8.7,26.9,-11.2,3.8,32.2,117.5,48.6,4.5,-46.2,114.5,402.4
201939,2013-14,00,1610612744,GSW,26.0,78,78,0.471,615,0.424,0.885,288,194,Stephen Curry,Guard,36.49,8.36,17.73,3.95,4.46,3.35,24.01,0.59,4.28,8.54,1.64,0.18,3.77,292.6,-177.3,8.4,31.6,-13.4,2.9,34.2,145.2,49.2,5.4,-56.6,120.0,442.2
201939,2014-15,00,1610612744,GSW,27.0,80,80,0.487,646,0.443,0.914,285,158,Stephen Curry,Guard,32.66,8.16,16.76,3.85,4.21,3.58,23.75,0.7,4.26,7.74,2.04,0.2,3.11,285.6,-167.6,9.0,30.8,-12.6,3.5,34.1,131.6,61.2,6.0,-46.6,118.8,453.8
201939,2015-16,00,1610612744,GSW,28.0,79,79,0.504,886,0.454,0.908,362,161,Stephen Curry,Guard,34.18,10.19,20.23,4.59,5.06,5.09,30.06,0.86,5.44,6.67,2.14,0.19,3.32,356.6,-202.3,12.7,36.7,-15.2,4.3,43.5,113.4,64.2,5.7,-49.8,150.3,520.1
201939,2016-17,00,1610612744,GSW,29.0,79,79,0.468,789,0.411,0.898,292,183,Stephen Curry,Guard,33.41,8.54,18.27,4.11,4.58,4.1,25.3,0.77,4.47,6.63,1.8,0.22,3.03,298.9,-182.7,10.2,32.9,-13.7,3.8,35.8,112.7,54.0,6.6,-45.4,126.5,439.6
201939,2017-18,00,1610612744,GSW,30.0,51,51,0.495,501,0.423,0.921,225,114,Stephen Curry,Guard,31.98,8.39,16.94,5.45,5.92,4.16,26.39,0.71,5.12,6.08,1.57,0.16,3.0,293.7,-169.4,10.4,43.6,-17.8,3.6,41.0,103.4,47.1,4.8,-45.0,132.0,447.4
201939,2018-19,00,1610612744,GSW,31.0,69,69,0.472,810,0.437,0.916,324,166,Stephen Curry,Guard,33.78,9.16,19.42,3.81,4.16,5.13,27.26,0.65,5.35,5.23,1.33,0.36,2.78,320.6,-194.2,12.8,30.5,-12.5,3.2,42.8,88.9,39.9,10.8,-41.7,136.3,437.4
201939,2019-20,00,1610612744,GSW,32.0,5,5,0.402,49,0.245,1.0,22,11,Stephen Curry,Guard,27.8,6.6,16.4,5.2,5.2,2.4,20.8,0.8,5.2,6.6,1.0,0.4,3.2,231.0,-164.0,6.0,41.6,-15.6,4.0,41.6,112.2,30.0,12.0,-48.0,104.0,354.8
201939,2020-21,00,1610612744,GSW,33.0,63,63,0.482,801,0.421,0.916,316,119,Stephen Curry,Guard,34.16,10.44,21.67,5.75,6.27,5.35,31.98,0.46,5.48,5.76,1.22,0.13,3.38,365.4,-216.7,13.4,46.0,-18.8,2.3,43.8,97.9,36.6,3.9,-50.7,159.9,483.0
201939,2021-22,00,1610612744,GSW,34.0,64,64,0.437,750,0.38,0.923,301,130,Stephen Curry,Guard,34.55,8.36,19.12,4.3,4.66,4.45,25.47,0.53,5.23,6.31,1.33,0.36,3.22,292.6,-191.2,11.1,34.4,-14.0,2.7,41.8,107.3,39.9,10.8,-48.3,127.4,414.5
201939,2022-23,00,1610612744,GSW,35.0,56,56,0.493,639,0.427,0.915,302,117,Stephen Curry,Guard,34.66,9.98,20.23,4.59,5.02,4.88,29.43,0.7,6.09,6.29,0.93,0.36,3.2,349.3,-202.3,12.2,36.7,-15.1,3.5,48.7,106.9,27.9,10.8,-48.0,147.2,477.8
201939,2023-24,00,1610612744,GSW,35.0,12,12,0.479,150,0.447,0.933,48,19,Stephen Curry,Guard,33.17,9.42,19.67,5.83,6.25,5.58,30.25,0.83,4.83,3.83,0.92,0.17,3.58,329.7,-196.7,14.0,46.6,-18.8,4.1,38.6,65.1,27.6,5.1,-53.7,151.2,412.8
1630700,2022-23,00,1610612740,NOP,20.0,59,11,0.418,86,0.314,0.65,152,99,Dyson Daniels,Guard,17.66,1.47,3.53,0.44,0.68,0.46,3.85,0.61,3.19,2.27,0.73,0.19,0.97,51.4,-35.3,1.2,3.5,-2.0,3.0,25.5,38.6,21.9,5.7,-14.6,19.2,118.1
1630700,2023-24,00,1610612740,NOP,20.0,13,6,0.474,38,0.342,0.579,51,26,Dyson Daniels,Guard,27.69,3.54,7.46,0.85,1.46,1.0,8.92,1.15,5.08,3.77,1.46,0.38,1.54,123.9,-74.6,2.5,6.8,-4.4,5.8,40.6,64.1,43.8,11.4,-23.1,44.6,241.4
203076,2012-13,00,1610612740,NOH,20.0,64,60,0.516,6,0.0,0.751,357,158,Anthony Davis,Forward-Center,28.84,5.45,10.56,2.64,3.52,0.0,13.55,2.58,8.16,0.98,1.17,1.75,1.39,190.8,-105.6,0.0,21.1,-10.6,12.9,65.3,16.7,35.1,52.5,-20.8,67.8,325.2
203076,2013-14,00,1610612740,NOP,21.0,67,66,0.519,9,0.222,0.791,466,200,Anthony Davis,Forward-Center,35.19,7.79,15.0,5.19,6.57,0.03,20.81,3.09,10.04,1.57,1.33,2.82,1.63,272.6,-150.0,0.1,41.5,-19.7,15.4,80.3,26.7,39.9,84.6,-24.4,104.0,471.0
203076,2014-15,00,1610612740,NOP,22.0,68,68,0.535,12,0.083,0.805,523,141,Anthony Davis,Forward-Center,36.1,9.44,17.63,5.46,6.78,0.01,24.35,2.54,10.24,2.19,1.47,2.94,1.4,330.4,-176.3,0.0,43.7,-20.3,12.7,81.9,37.2,44.1,88.2,-21.0,121.8,542.4
203076,2015-16,00,1610612740,NOP,23.0,61,61,0.493,108,0.324,0.758,497,148,Anthony Davis,Forward-Center,35.48,9.18,18.62,5.34,7.05,0.57,24.28,2.13,10.28,1.9,1.28,2.05,1.98,321.3,-186.2,1.4,42.7,-21.2,10.6,82.2,32.3,38.4,61.5,-29.7,121.4,474.7
203076,2016-17,00,1610612740,NOP,24.0,75,75,0.505,134,0.299,0.802,712,168,Anthony Davis,Forward-Center,36.11,10.27,20.35,6.92,8.63,0.53,27.99,2.29,11.79,2.09,1.25,2.23,2.41,359.4,-203.5,1.3,55.4,-25.9,11.4,94.3,35.5,37.5,66.9,-36.2,140.0,536.1
203076,2017-18,00,1610612740,NOP,25.0,75,75,0.534,162,0.34,0.828,644,159,Anthony Davis,Forward-Center,36.36,10.4,19.49,6.6,7.97,0.73,28.13,2.49,11.08,2.32,1.53,2.57,2.16,364.0,-194.9,1.8,52.8,-23.9,12.5,88.6,39.4,45.9,77.1,-32.4,140.6,571.5
203076,2018-19,00,1610612740,NOP,26.0,56,56,0.517,145,0.331,0.794,498,132,Anthony Davis,Forward-Center,33.04,9.46,18.32,6.14,7.73,0.86,25.93,3.11,12.0,3.89,1.57,2.41,2.0,331.1,-183.2,2.2,49.1,-23.2,15.6,96.0,66.1,47.1,72.3,-30.0,129.6,572.7
203076,2019-20,00,1610612747,LAL,27.0,62,62,0.503,218,0.33,0.846,435,156,Anthony Davis,Forward-Center,34.37,8.89,17.68,7.16,8.47,1.16,26.1,2.29,9.31,3.23,1.47,2.31,2.48,311.2,-176.8,2.9,57.3,-25.4,11.4,74.5,54.9,44.1,69.3,-37.2,130.5,516.7
203076,2020-21,00,1610612747,LAL,28.0,36,36,0.491,100,0.26,0.738,224,60,Anthony Davis,Forward-Center,32.28,8.36,17.03,4.39,5.94,0.72,21.83,1.72,7.94,3.06,1.25,1.64,2.06,292.6,-170.3,1.8,35.1,-17.8,8.6,63.5,52.0,37.5,49.2,-30.9,109.2,430.5
203076,2021-22,00,1610612747,LAL,29.0,40,40,0.532,70,0.186,0.713,288,97,Anthony Davis,Forward-Center,35.1,9.25,17.38,4.35,6.1,0.32,23.18,2.65,9.85,3.05,1.23,2.25,2.05,323.8,-173.8,0.8,34.8,-18.3,13.2,78.8,51.8,36.9,67.5,-30.7,115.9,500.7
203076,2022-23,00,1610612747,LAL,30.0,56,54,0.563,74,0.257,0.784,507,146,Anthony Davis,Forward-Center,34.02,9.68,17.18,6.21,7.93,0.34,25.91,3.48,12.54,2.64,1.05,2.04,2.18,338.8,-171.8,0.8,49.7,-23.8,17.4,100.3,44.9,31.5,61.2,-32.7,129.6,545.9
203076,2023-24,00,1610612747,LAL,30.0,13,13,0.53,10,0.3,0.863,112,42,Anthony Davis,Forward-Center,35.69,8.23,15.54,5.31,6.15,0.23,22.0,3.08,11.69,3.31,0.92,3.31,2.23,288.0,-155.4,0.6,42.5,-18.5,15.4,93.5,56.3,27.6,99.3,-33.4,110.0,525.9
1631098,2022-23,00,1610612764,WAS,21.0,28,5,0.386,70,0.243,0.519,55,48,Johnny Davis,Guard,15.11,2.36,6.11,0.5,0.96,0.61,5.82,0.36,2.32,1.0,0.36,0.29,0.61,82.6,-61.1,1.5,4.0,-2.9,1.8,18.6,17.0,10.8,8.7,-9.2,29.1,100.9
1631098,2023-24,00,1610612764,WAS,21.0,7,0,0.538,2,0.5,0.667,5,6,Johnny Davis,Guard,9.29,2.0,3.71,0.29,0.43,0.14,4.43,0.43,1.14,0.29,0.71,0.14,0.29,70.0,-37.1,0.4,2.3,-1.3,2.2,9.1,4.9,21.3,4.2,-4.4,22.2,93.8
1631120,2022-23,00,1610612738,BOS,20.0,12,0,0.421,7,0.286,0.5,7,5,JD Davison,Guard,5.5,0.67,1.58,0.08,0.17,0.17,1.58,0.17,0.75,0.92,0.17,0.17,0.33,23.5,-15.8,0.4,0.6,-0.5,0.8,6.0,15.6,5.1,5.1,-5.0,7.9,43.7
201942,2009-10,00,1610612761,TOR,20.0,77,65,0.498,16,0.25,0.763,157,176,DeMar DeRozan,Guard-Forward,21.61,3.31,6.65,1.92,2.52,0.05,8.6,0.86,2.9,0.69,0.56,0.23,0.81,115.8,-66.5,0.1,15.4,-7.6,4.3,23.2,11.7,16.8,6.9,-12.2,43.0,150.9
201942,2010-11,00,1610612761,TOR,21.0,82,82,0.467,52,0.096,0.813,240,217,DeMar DeRozan,Guard-Forward,34.77,6.57,14.07,3.99,4.9,0.06,17.2,0.91,3.84,1.8,1.04,0.38,1.76,230.0,-140.7,0.2,31.9,-14.7,4.6,30.7,30.6,31.2,11.4,-26.4,86.0,274.8
201942,2011-12,00,1610612761,TOR,22.0,63,63,0.422,92,0.261,0.81,171,162,DeMar DeRozan,Guard-Forward,35.02,6.05,14.33,4.25,5.25,0.38,16.73,0.63,3.35,2.03,0.76,0.27,1.95,211.8,-143.3,1.0,34.0,-15.8,3.2,26.8,34.5,22.8,8.1,-29.2,83.6,237.5
201942,2012-13,00,1610612761,TOR,23.0,82,82,0.445,120,0.283,0.831,272,173,DeMar DeRozan,Guard-Forward,36.74,6.68,15.01,4.33,5.21,0.41,18.11,0.59,3.9,2.49,0.93,0.29,1.84,233.8,-150.1,1.0,34.6,-15.6,2.9,31.2,42.3,27.9,8.7,-27.6,90.6,279.7
201942,2013-14,00,1610612761,TOR,24.0,79,79,0.429,210,0.305,0.824,292,197,DeMar DeRozan,Guard-Forward,38.19,7.65,17.81,6.57,7.97,0.81,22.67,0.65,4.34,3.96,1.09,0.35,2.23,267.8,-178.1,2.0,52.6,-23.9,3.2,34.7,67.3,32.7,10.5,-33.4,113.4,348.8
201942,2014-15,00,1610612761,TOR,25.0,60,60,0.413,88,0.284,0.832,236,122,DeMar DeRozan,Guard-Forward,35.0,6.82,16.5,6.02,7.23,0.42,20.07,0.68,4.62,3.5,1.22,0.18,2.28,238.7,-165.0,1.0,48.2,-21.7,3.4,37.0,59.5,36.6,5.4,-34.2,100.4,309.3
201942,2015-16,00,1610612761,TOR,26.0,78,78,0.446,139,0.338,0.85,285,167,DeMar DeRozan,Guard-Forward,35.95,7.87,17.65,7.12,8.37,0.6,23.46,0.82,4.47,4.04,1.04,0.27,2.24,275.4,-176.5,1.5,57.0,-25.1,4.1,35.8,68.7,31.2,8.1,-33.6,117.3,363.9
201942,2016-17,00,1610612761,TOR,27.0,74,74,0.467,124,0.266,0.842,316,134,DeMar DeRozan,Guard-Forward,35.41,9.74,20.88,7.36,8.74,0.45,27.3,0.95,5.22,3.92,1.05,0.18,2.43,340.9,-208.8,1.1,58.9,-26.2,4.8,41.8,66.6,31.5,5.4,-36.4,136.5,416.1
201942,2017-18,00,1610612761,TOR,28.0,80,80,0.456,287,0.31,0.825,256,151,DeMar DeRozan,Guard-Forward,33.9,8.06,17.66,5.76,6.99,1.11,23.0,0.74,3.94,5.21,1.06,0.28,2.19,282.1,-176.6,2.8,46.1,-21.0,3.7,31.5,88.6,31.8,8.4,-32.8,115.0,379.6
201942,2018-19,00,1610612759,SAS,29.0,77,77,0.481,45,0.156,0.83,408,177,DeMar DeRozan,Guard-Forward,34.91,8.19,17.05,4.75,5.73,0.09,21.23,0.7,6.0,6.17,1.12,0.47,2.58,286.6,-170.5,0.2,38.0,-17.2,3.5,48.0,104.9,33.6,14.1,-38.7,106.2,408.7
201942,2019-20,00,1610612759,SAS,30.0,68,68,0.531,35,0.257,0.845,331,180,DeMar DeRozan,Guard-Forward,34.06,8.19,15.43,5.6,6.63,0.13,22.12,0.65,5.51,5.59,1.03,0.29,2.41,286.6,-154.3,0.3,44.8,-19.9,3.2,44.1,95.0,30.9,8.7,-36.2,110.6,413.8
201942,2020-21,00,1610612759,SAS,31.0,61,61,0.495,74,0.257,0.88,219,128,DeMar DeRozan,Guard-Forward,33.7,7.46,15.08,6.34,7.21,0.31,21.57,0.66,4.25,6.92,0.92,0.25,1.95,261.1,-150.8,0.8,50.7,-21.6,3.3,34.0,117.6,27.6,7.5,-29.2,107.8,408.8
201942,2021-22,00,1610612741,CHI,32.0,76,76,0.504,142,0.352,0.877,336,178,DeMar DeRozan,Guard-Forward,36.09,10.18,20.2,6.84,7.8,0.66,27.87,0.74,5.16,4.92,0.89,0.32,2.38,356.3,-202.0,1.6,54.7,-23.4,3.7,41.3,83.6,26.7,9.6,-35.7,139.4,455.8
201942,2022-23,00,1610612741,CHI,33.0,74,74,0.504,142,0.324,0.872,309,186,DeMar DeRozan,Guard-Forward,36.24,8.88,17.61,6.16,7.07,0.62,24.54,0.46,4.64,5.09,1.12,0.49,2.07,310.8,-176.1,1.6,49.3,-21.2,2.3,37.1,86.5,33.6,14.7,-31.0,122.7,430.3
201942,2023-24,00,1610612741,CHI,34.0,13,13,0.443,30,0.367,0.809,27,26,DeMar DeRozan,Guard-Forward,35.38,7.54,17.0,5.54,6.85,0.85,21.46,1.08,3.15,4.31,1.08,0.92,1.15,263.9,-170.0,2.1,44.3,-20.5,5.4,25.2,73.3,32.4,27.6,-17.2,107.3,373.8
1628978,2018-19,00,1610612749,MIL,22.0,27,0,0.403,83,0.265,0.75,49,38,Donte DiVincenzo,Guard,15.22,1.85,4.59,0.33,0.44,0.81,4.85,0.59,2.41,1.15,0.48,0.22,0.7,64.8,-45.9,2.0,2.6,-1.3,2.9,19.3,19.5,14.4,6.6,-10.5,24.2,98.6
1628978,2019-20,00,1610612749,MIL,23.0,66,24,0.455,247,0.336,0.733,252,113,Donte DiVincenzo,Guard,23.03,3.52,7.73,0.95,1.3,1.26,9.24,1.0,4.82,2.33,1.29,0.3,1.36,123.2,-77.3,3.2,7.6,-3.9,5.0,38.6,39.6,38.7,9.0,-20.4,46.2,209.5
1628978,2020-21,00,1610612749,MIL,24.0,66,66,0.42,346,0.379,0.718,299,112,Donte DiVincenzo,Guard,27.5,3.83,9.14,0.77,1.08,1.98,10.42,1.23,5.76,3.08,1.09,0.23,1.38,134.0,-91.4,5.0,6.2,-3.2,6.2,46.1,52.4,32.7,6.9,-20.7,52.1,226.3
1628978,2021-22,00,0,TOT,25.0,42,1,0.351,218,0.339,0.843,130,69,Donte DiVincenzo,Guard,23.93,2.81,8.0,1.67,1.98,1.76,9.05,0.95,4.05,2.81,1.14,0.19,1.71,98.4,-80.0,4.4,13.4,-5.9,4.8,32.4,47.8,34.2,5.7,-25.6,45.2,174.8
1628978,2021-22,00,1610612758,SAC,25.0,25,1,0.362,144,0.368,0.839,88,43,Donte DiVincenzo,Guard,26.6,3.16,8.72,1.88,2.24,2.12,10.32,0.88,4.4,3.56,1.48,0.2,1.76,110.6,-87.2,5.3,15.0,-6.7,4.4,35.2,60.5,44.4,6.0,-26.4,51.6,212.7
1628978,2022-23,00,1610612744,GSW,26.0,72,36,0.435,378,0.397,0.817,245,133,Donte DiVincenzo,Guard,26.31,3.26,7.5,0.81,0.99,2.08,9.42,1.11,4.51,3.5,1.35,0.14,1.56,114.1,-75.0,5.2,6.5,-3.0,5.6,36.1,59.5,40.5,4.2,-23.4,47.1,217.4
1628978,2023-24,00,1610612752,NYK,26.0,13,2,0.433,65,0.4,0.583,28,20,Donte DiVincenzo,Guard,20.69,3.23,7.46,0.54,0.92,2.0,9.0,0.92,3.08,1.77,1.0,0.38,1.23,113.0,-74.6,5.0,4.3,-2.8,4.6,24.6,30.1,30.0,11.4,-18.4,45.0,172.2
1631217,2022-23,00,1610612746,LAC,21.0,22,1,0.511,2,0.5,0.625,19,15,Moussa Diabate,Forward,8.86,1.09,2.14,0.45,0.73,0.05,2.68,1.41,2.27,0.18,0.32,0.36,0.41,38.2,-21.4,0.1,3.6,-2.2,7.0,18.2,3.1,9.6,10.8,-6.1,13.4,74.3
1631217,2023-24,00,1610612746,LAC,21.0,6,0,0.571,0,0.0,0.833,5,4,Moussa Diabate,Forward,7.5,1.33,2.33,0.83,1.0,0.0,3.5,1.67,2.5,0.67,0.33,0.0,0.33,46.6,-23.3,0.0,6.6,-3.0,8.4,20.0,11.4,9.9,0.0,-5.0,17.5,89.1
1641711,2023-24,00,1610612761,TOR,20.0,13,1,0.271,38,0.237,1.0,12,22,Gradey Dick,Guard-Forward,15.38,1.23,4.54,0.92,0.92,0.69,4.08,0.54,1.46,1.0,0.31,0.0,0.85,43.0,-45.4,1.7,7.4,-2.8,2.7,11.7,17.0,9.3,0.0,-12.8,20.4,52.2
1631172,2022-23,00,1610612760,OKC,20.0,39,1,0.42,98,0.265,0.652,86,42,Ousmane Dieng,Forward,14.59,1.95,4.64,0.38,0.59,0.67,4.95,0.49,2.69,1.18,0.36,0.18,0.67,68.2,-46.4,1.7,3.0,-1.8,2.4,21.5,20.1,10.8,5.4,-10.0,24.8,99.7
1631172,2023-24,00,1610612760,OKC,20.0,10,0,0.382,25,0.28,0.75,15,6,Ousmane Dieng,Forward,11.3,1.3,3.4,0.3,0.4,0.7,3.6,0.5,2.0,0.9,0.1,0.0,0.4,45.5,-34.0,1.8,2.4,-1.2,2.5,16.0,15.3,3.0,0.0,-6.0,18.0,63.3
203915,2014-15,00,1610612765,DET,22.0,34,1,0.302,65,0.185,0.912,44,53,Spencer Dinwiddie,Guard,13.38,1.5,4.97,0.91,1.0,0.35,4.26,0.12,1.41,3.06,0.56,0.18,0.97,52.5,-49.7,0.9,7.3,-3.0,0.6,11.3,52.0,16.8,5.4,-14.6,21.3,100.8
203915,2015-16,00,1610612765,DET,23.0,12,0,0.352,10,0.1,0.576,13,20,Spencer Dinwiddie,Guard,13.25,1.58,4.5,1.58,2.75,0.08,4.83,0.33,1.42,1.83,0.25,0.0,0.58,55.3,-45.0,0.2,12.6,-8.2,1.6,11.4,31.1,7.5,0.0,-8.7,24.2,82.0
203915,2016-17,00,1610612751,BKN,24.0,59,18,0.444,101,0.376,0.792,137,119,Spencer Dinwiddie,Guard,22.61,2.27,5.12,2.14,2.69,0.64,7.32,0.46,2.78,3.14,0.75,0.39,1.12,79.4,-51.2,1.6,17.1,-8.1,2.3,22.2,53.4,22.5,11.7,-16.8,36.6,170.7
203915,2017-18,00,1610612751,BKN,25.0,80,58,0.387,433,0.326,0.813,219,186,Spencer Dinwiddie,Guard,28.82,4.05,10.48,2.72,3.35,1.76,12.59,0.5,3.24,6.55,0.85,0.29,1.6,141.8,-104.8,4.4,21.8,-10.0,2.5,25.9,111.4,25.5,8.7,-24.0,63.0,266.2
203915,2018-19,00,1610612751,BKN,26.0,68,4,0.442,370,0.335,0.806,140,187,Spencer Dinwiddie,Guard,28.15,5.38,12.18,4.22,5.24,1.82,16.81,0.38,2.44,4.57,0.59,0.25,2.24,188.3,-121.8,4.6,33.8,-15.7,1.9,19.5,77.7,17.7,7.5,-33.6,84.0,263.9
203915,2019-20,00,1610612751,BKN,27.0,64,49,0.415,400,0.308,0.778,189,180,Spencer Dinwiddie,Guard,31.16,6.62,15.95,5.42,6.97,1.92,20.59,0.5,3.45,6.75,0.62,0.33,2.72,231.7,-159.5,4.8,43.4,-20.9,2.5,27.6,114.8,18.6,9.9,-40.8,103.0,335.1
203915,2020-21,00,1610612751,BKN,28.0,3,3,0.375,7,0.286,1.0,13,4,Spencer Dinwiddie,Guard,21.33,2.0,5.33,2.0,2.0,0.67,6.67,0.0,4.33,3.0,0.67,0.33,1.67,70.0,-53.3,1.7,16.0,-6.0,0.0,34.6,51.0,20.1,9.9,-25.0,33.4,152.4
203915,2021-22,00,0,TOT,29.0,67,51,0.416,330,0.339,0.774,234,150,Spencer Dinwiddie,Guard,29.57,4.57,10.97,2.91,3.76,1.67,13.72,0.67,4.16,5.16,0.66,0.19,1.55,160.0,-109.7,4.2,23.3,-11.3,3.4,33.3,87.7,19.8,5.7,-23.2,68.6,261.8
203915,2021-22,00,1610612742,DAL,29.0,23,7,0.498,104,0.404,0.725,63,43,Spencer Dinwiddie,Guard,28.26,5.26,10.57,3.43,4.74,1.83,15.78,0.39,3.13,3.91,0.74,0.26,1.35,184.1,-105.7,4.6,27.4,-14.2,2.0,25.0,66.5,22.2,7.8,-20.2,78.9,278.4
203915,2022-23,00,0,TOT,30.0,79,79,0.438,490,0.369,0.812,242,187,Spencer Dinwiddie,Guard,34.49,5.82,13.29,3.39,4.18,2.29,17.33,0.35,3.42,6.52,0.85,0.3,1.84,203.7,-132.9,5.7,27.1,-12.5,1.8,27.4,110.8,25.5,9.0,-27.6,86.6,324.6
203915,2022-23,00,1610612751,BKN,30.0,26,26,0.404,149,0.289,0.797,98,63,Spencer Dinwiddie,Guard,35.27,5.54,13.69,3.77,4.73,1.65,16.5,0.35,4.12,9.08,1.08,0.31,2.12,193.9,-136.9,4.1,30.2,-14.2,1.8,33.0,154.4,32.4,9.3,-31.8,82.5,358.7
203915,2023-24,00,1610612751,BKN,30.0,12,12,0.416,71,0.38,0.684,38,17,Spencer Dinwiddie,Guard,28.42,3.92,9.42,2.17,3.17,2.25,12.25,0.33,3.5,5.33,0.33,0.17,1.42,137.2,-94.2,5.6,17.4,-9.5,1.6,28.0,90.6,9.9,5.1,-21.3,61.2,231.6
1629029,2018-19,00,1610612742,DAL,20.0,72,72,0.427,514,0.327,0.713,477,137,Luka Doncic,Forward-Guard,32.19,7.03,16.47,4.81,6.74,2.33,21.19,1.19,7.82,5.96,1.07,0.35,3.43,246.0,-164.7,5.8,38.5,-20.2,5.9,62.6,101.3,32.1,10.5,-51.4,106.0,372.4
1629029,2019-20,00,1610612742,DAL,21.0,61,61,0.463,541,0.316,0.758,495,153,Luka Doncic,Forward-Guard,33.56,9.52,20.57,6.98,9.21,2.8,28.84,1.28,9.39,8.82,1.02,0.23,4.26,333.2,-205.7,7.0,55.8,-27.6,6.4,75.1,149.9,30.6,6.9,-63.9,144.2,511.9
1629029,2020-21,00,1610612742,DAL,22.0,66,66,0.479,548,0.35,0.73,473,152,Luka Doncic,Forward-Guard,34.27,9.8,20.47,5.21,7.14,2.91,27.73,0.82,7.98,8.59,0.97,0.55,4.26,343.0,-204.7,7.3,41.7,-21.4,4.1,63.8,146.0,29.1,16.5,-63.9,138.6,500.1
1629029,2021-22,00,1610612742,DAL,23.0,65,65,0.457,569,0.353,0.744,537,145,Luka Doncic,Forward-Guard,35.4,9.86,21.58,5.6,7.52,3.09,28.42,0.86,9.12,8.74,1.15,0.55,4.49,345.1,-215.8,7.7,44.8,-22.6,4.3,73.0,148.6,34.5,16.5,-67.4,142.1,510.8
1629029,2022-23,00,1610612742,DAL,24.0,66,66,0.496,541,0.342,0.742,515,166,Luka Doncic,Forward-Guard,36.23,10.89,21.95,7.8,10.52,2.8,32.39,0.82,8.62,8.02,1.36,0.5,3.58,381.2,-219.5,7.0,62.4,-31.6,4.1,69.0,136.3,40.8,15.0,-53.7,162.0,573.0
1629029,2023-24,00,1610612742,DAL,24.0,14,14,0.5,135,0.422,0.745,102,22,Luka Doncic,Forward-Guard,34.57,10.43,20.86,5.64,7.57,4.07,30.57,0.71,8.0,8.07,1.14,0.36,4.14,365.0,-208.6,10.2,45.1,-22.7,3.6,64.0,137.2,34.2,10.8,-62.1,152.8,529.5
1629652,2019-20,00,1610612760,OKC,21.0,36,28,0.394,101,0.297,0.792,57,97,Luguentz Dort,Guard,22.78,2.39,6.06,1.17,1.47,0.83,6.78,0.67,2.25,0.75,0.86,0.11,0.61,83.6,-60.6,2.1,9.4,-4.4,3.4,18.0,12.8,25.8,3.3,-9.2,33.9,118.1
1629652,2020-21,00,1610612760,OKC,22.0,52,52,0.387,329,0.343,0.744,151,134,Luguentz Dort,Guard,29.67,4.75,12.29,2.35,3.15,2.17,14.02,0.73,3.63,1.69,0.87,0.37,1.52,166.2,-122.9,5.4,18.8,-9.4,3.6,29.0,28.7,26.1,11.1,-22.8,70.1,203.9
